Table 6 29: Crop suitability,,
 Crop,Agriculture practice based on water resource,
,Irrigated,Rainfed
Rice,#,*
Cassava,,*
Sweet potato,,*
Local Vegetables,,*
Ginger,,*
Turmeric,,*
Bean,,*
Dioscorea,,*
