Table 6 33: Crop suitability for MWS-008-2,,
Crop,Agriculture practice based on water resource,
,Irrigated,Rainfed
Rice,#,*
Cassava,,*
Sweet potato,,*
Local Vegetables,,*
Ginger,,*
Turmeric,,*
Bean,,*
Dioscorea’s,,*
