Table 6 27: Potential value-added production,
Crop,Potential value-added product
Pepper,Black pepper
,White pepper
,Pepper oil
Spices,Essential oil from cloves
Cloves,
Ginger,Sliced and packed ginger and turmeric
Turmeric,
Jackfruit,Dried jackfruit
Coffee,Beans 
