Table 6 34: Potential value-added production,
Crop,Potential value-added product
Pepper,Black pepper
,White pepper
,Pepper oil
Vanilla,Vanilla extract
Spices ,
·      Cloves,Essential oil from cloves
·      Ginger,Sliced and packed ginger and turmeric
·      Turmeric,
Areca nut,Sliced areca nut
Jackfruit,Dried jackfruit
Coffee,Beans 
