Table 6?11: Detail summary  of minor tanks restoration and repair costs in MWS-005,
Tank name,Tentative Estimate (RS.)
 Muthukeliyawa Wewa,"1,303,000"
Kirimetiya Wewa,"901,500"
Pihimbiyakele Wewa,"880,000"
 Katukithula Wewa,"470,000"
Bogamuwa Wewa,"764,000"
 Total,"4,318,500"
