Table 6 43: Potential value-added production,
Crop,Potential value-added product
Pepper,Black pepper
,White pepper
,Pepper oil
Spices,Essential oil from cloves
Cloves,
Ginger,Sliced and packed ginger and turmeric
Turmeric,
Ginger,Sliced areca nut
